token,count_total,example_contexts,chapters_seen
cahingian,6,"—Nakialam ako sa usapin sa cahingian ng inyong ama.... | Gayon man, binata, dapat po ninyong maalaman kung ano ang mga mabibigat na bagay na pinapas-an namin... | Ang Gobierno lamang ang macapagbibigay ng aking cahingian, pagkatapos ng mahabang panahong laguing p...","37,4,45,50"
catalinuhan,6,"""Gayon nga ang aking ginawa, at ang balitang abogado ang nangasiwa sa ""causa"" na ipinagsanggalang ng... | —Ipinamamanhic ko sa inyong mga camahalang ipagpaumanhing bagamat bata ako'y mangahas magsalita sa h... | Dala ko rito ang dalawang comedia, na marahil pasisiyahang totoong masasangayunan at catowatowa ng m...","20,4,49,53,60"
catibayan,6,"Ang mga pagtitiis ng hirap, ang mga sama ng loob, ang mga pagdaralita sa bilangguan, o ang canyang p... | Bagamat sumang-ayon na si San Gregorio, alinsunod sa canyang ""de quibusdam levibus culpis esse ante ... | Ang malalaking mga lubid na nacabitin sa lahat ng mga panig, ang siyang nacapagbibigay anyong catiba...","14,32,4,59"
cuarto,6,"Nanhic si Ibarra sa canyang cuarto, na nasadacong ilog, nagpatihulog sa isang sillon, at canyang pin... | Totoong maliwanag, sa caramihan ng ilaw, ang catapat na bahay sa cabilang ibayo, at dumarating hangg... | ""—Inacala kong siya'y piguilin, ngunit nasoc siya sa canyang cuarto at biglang isinara ng boong laca...","19,5,51,54,59"
cagandagandahang,6,"Napanood sana ni Ibarra ang cagandagandahang dalagang timbang at matowid ang pangangatawan, taglay a... | Sa aking sapantaha'y ikaw ang ""hada"", ang espiritu, ang caayaayang kinacatawan ng aking Bayang kinag... | Taglay ng cagandagandahang dalaga sa bahay, ang isang casuutang mestiza, at isang wari'y agos ng mga...","28,36,40,5,63,7"
capanahunan,6,"Kailan ma'y hindi tayo naging panauhin niya, wala nga tayong catuwiran o catungculang siya'y pawalan... | —Hindi mangyaring hindi ko gawin,—anang Alcalde, na pinapahid ang canyang mga labi;—kung hindi lagui... | Pagcacagayo'y dumating na capanahunan; binitiwan sila sa lupa, na nangagcacalayo ng caunti, at saka ...","34,46,50,55,58,6"
cailangang,6,"Siya't isang insic ang may hawac ng ""contrata"" ng opio at hindi nga cailangang sabihing sila'y nanga... | Kung sabihin ko po sa inyo ang mga cadahilana'y cailangang magsalita ako ng isang mahaba at nacayaya... | —¡Sang-ayon kami, sang-ayon kami, at hindi cailangang pagmatuwiranan pa!...","19,20,24,28,49,6"
cuintas,6,"Bucod sa roo'y sinasapantaha niyang malaki ang capangyariha't lacas ng Virgen de Antipolo kay sa mga... | Maagang nangagsimba ng umagang iyon si tia Isabel at si Maria Clara: mainam na totoo ang pananamit n... | —Gayon nga, walong plenaria at sangdaa't labing limang taon ang aking cahiguitan, at ito'y sa iilang...","18,24,30,55,6,7"
pilic,6,"Doo'y may napapanood na mga larawan ng ""Sacra Familia"" na pawang garing mula, sa ulo hangang dibdib,... | Mga cuadrong pintado ng oleo ng mga artistang taga Paco at taga Ermita, na ang naroroo'y ang mga pag... | Hindi taglay ni Maria Clara ang maliliit na mga mata, ng canyang ama: gaya rin ng canyang inang mala...","16,56,6,7"
nacapatong,6,"Napapanood din doon ang isang San Antonio Abad, na may isang baboy sa tabi, at ang isip ng carapatda... | Sa isang dulo ng salas na napapapamutihan ng maruruming mga ""cortinang"" pula, natatago ang larawan n... | Hindi sumagot kay Albino si fray Salvi, laban sa inaasahan ng mga nanonood; natira siya sa panonood ...","20,24,27,30,31,6"
magcamit,6,"¿Mamacailan bagang gumalaw na parang buhay ang hindi lamang iisang larawan, kahi't anong pagcapangit... | —ang idinugtong ni Hermana Sipa, isang matandang babaeng wala ng ngipin;—ibig ko sanang mangumpisal ... | —ang sinabi nila kay Ibarra, casabay ng paghahandog sa kanya ng ""rueda""—Pinagcayarian naming kung si...","18,24,42,44,50,6"
macasalanang,6,"¿Mamacailan bagang gumalaw na parang buhay ang hindi lamang iisang larawan, kahi't anong pagcapangit... | Samantalang si Kapitang Tiago'y ngumingiti ay nag-iisip naman si Doña Patrocinio ng pagganti, at pin... | —At ang bagay na ito'y nagpapatotoo,—ang iniwacas ng naging seminarista,—na sa boong canyang macasal...","23,31,6"
nacaaakit,6,"¿Hindi ba namasdan ng canyang sariling matang maliliit ang lahat ng mga Cristo sa sermon ng ""Siete P... | Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdati... | Hindi nacaaakit sa canyang pagmamalasmalas ang Maalat, ni ang cuartel ng caballeriang may mga punong...","37,39,6,61,7,8"
pamimintacasi,6,"Ngunit hindi lamang sa Antipolo ginagawa niya ang canyang maingay na pamimintacasi.... | Ngunit hindi nacababagabag ng canyang pagtulog ang lahat ng ito; hindi nacaliligalig ng canyang cata... | Inaacala kong hindi na cailangang sabihing caramihang mga ""indio"" ang siyang bumubuo ng dalawang han...","28,30,49,6"
caarawan,6,""" Lagui ng may handa siyang mga orquesta upang bumati at tumapat sa kanino mang mga gobernador, mga ... | "" Lagui ng may handa siyang mga orquesta upang bumati at tumapat sa kanino mang mga gobernador, mga ... | Sa ilalim ng toldang ito'y nangaglalaro ang mga bata, nangagtatacbuhan, nangag-aacayatan, nangaglulu...","26,27,32,43,6"
ipinagcaloob,6,"Isang lagnat na dumapo sa kanya pagcapanganac (fiebre puerperal) ang siyang nagbigay wacas sa canyan... | ¿Anong pinag-usapan ng dalawang calolowang iyon, ano ang canicanilang sinabi diyan sa salitaan ng mg... | Yamang lubhang napacaganda ang inyong calooban at mapagbigay lugod sa ating abang cataohan, sa pagca...","20,25,28,49,6,7"
cintas,6,"Ang mga fraile ma'y linalaro siya pagka isinasama sa mga procesiong puti ang pananamit, nalalala sa ... | Ang sa babaeng pananamit ay isang sutlang ""bata"" na nabuburdahan ng mga bulaclac, at may isang sombr... | Ipinag-utos sa lahat ng mga lingcod nila sa bahay na itawag sa kanila ang kanilang mga bagong titulo...","42,47,59,6"
kinabucasa'y,6,"Sa mga lupaing na sa dakong ilaya ng daigdig, pagdating ng batang babae sa labing tatlo o labing apa... | Tumupad na ang mga mayayaman at ang mga nacacacaya sa pagcabuhay sa mga nagpamana sa kanila ng cagui... | Ng nagpapasimula pa lamang ako'y tila mandin hindi lalabas na magaling ang aking bagong palacad: mar...","16,19,42,53,6,63"
catotong,6,"Tumatangis si Maria Clarang nag-paalam kay pari Damaso at sa tanging catotong canyang calaro-laro bu... | ""Ang mairuguin ninyong catotong nakikirama'y.... | Tingnan naman natin ngayon kung ano ang isinulat ni kapitang Martin sa canyang catotong si Luis Chiq...","28,32,54,6"
magcabilang,6,"Ang pangyayaring itong ginawa ng macaraan ang ilang taon buhat ng umalis si Ibarra'y ipinagdiwang ng... | Mga katawan ng puno ng niog o ng kahoy na may balat pa, na gumagalaw at gumiguiwang ang siyang naghu... | Samantala'y natapos ng maglilibing ang canyang gawa; dalawang nacatimbong lupang basa at mapulapula ...","10,12,13,21,26,6"
cunin,6,"—""Ngayo'y paparoon kayo ni Isabel at ikaw sa beaterio, at ng cunin ninyo roon ang iyong mga damit, a... | Pagkatapos ay humanap ng isang butas ng susian, upang makita niya si Ibarra; mapagsiyasat ang canyan... | Ang mabuti po, nanay, cunin na ninyo bucas si Crispin, singilin ninyo ang aking sueldo at sabihin ni...","17,50,54,63,7"
nacapangyayari,6,"Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga bali... | ¿Sinosino baga ang mga nacapangyayari sa bayan?... | Maliwanag na nakikita iyang araw ng mga cabanalan, at sinabi kong araw at hindi buwan, sa pagka't wa...","11,31,37,49,7"
nacacawangis,6,"Nang magpasimula'y wala silang pinagsalitaanan kung di pawang mga cahalingan—iyang mga cahalingang t... | Wala rin namang nacacawangis ng ganitong caisipan sa mga ""brahman"", sa mga ""budhista"" at sa mga egip... | Ang pinacabata sa kanila, na may malalaking matang maitim at matatacuting mukha, pinipilit na idigki...","14,15,16,35,55,7"
capatagan,6,"Macailang ang boong isip ko'y aking naririnig ang mga tunog ng iyong piano at ang mga tinig ng iyong... | Ngunit nangagsitacas ang canyang mga pagdidilidiling ito ng canyang makita ang munting bunduc-bunduc... | Sa mga capatagan, sa mga malilinis na lupang pinaghahalamanan ay nanginginain ang mga hayop na kasam...","45,54,7,8"
cabunducan,6,"Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdati... | Natutulog ng tahimic, na taglay iyang pagpapaimbabaw ng mga elemento, ang dagatang nalilibot ng cany... | —May labing limang araw na ngayong ibinalita sa akin ang nangyari sa inyong casacunaan,—ang madalang...","19,45,49,50,60,7"
nangagtatacbuhan,6,"Hindi cata pinapansin; naglilibang ako sa panghahagad ng mga paroparo at ng mga tutubi, na sa canyan... | Hindi pinapansin ng mga taong nagdudumaling dumaraan ang bagay na iyon; nagdaraan ang mga babae, tin... | —kanilang ipinagtatapunan ang mga bungang kahoy at ang mga panghampas, lumulucso sila sa mga kahoy a...","10,26,32,58,7,8"
catandaan,6,""" Hindi pa nalalaong nangulila tayo sa iyong ina; tumutungo ako sa catandaan, diyan sa gulang na ang... | Nadidilidili naman ng camahalan niyang kinailangang siya'y magpatulo ng maraming pawis at magcahirap... | Iba naman ang salisalitaan ng mga taong may catandaan na....","25,35,45,58,7"
bucong,6,"Wari'y nariringig pa niya ang kanilang caingayang ginagawa sa pagdudurog ng batong itatabon sa mga l... | Wari'y nariringig pa niya ang kanilang caingayang ginagawa sa pagdudurog ng batong itatabon sa mga l... | ¿Hindi kaya mangyaring sila'y magpacunwari ng pakikipag-ibigan, magpaimbabaw ng pagtatangkilic, at s...","25,56,8"
nacaraan,6,"Tila mandin canyang namataan sa isang marikit na ""victoria"" si pari Damasong mabalasic ang mukha't c... | marami ng buwan ang nacaraan mula ng siya'y aking hucayi't cuning uli sa baunan.... | Sa ibabaw ng isang masang natatacpan nang isang ""lapiz"" (pangladlad sa mga dingding o pangtakip sa m...","13,32,53,54,62,8"
cuta,6,"Inihiwalay doon ni Ibarra ang canyang mga mata at inilingap niya sa dakong canan, at doo'y canyang n... | May pagcawangis ang San Diego sa Roma; ngunit hindi sa Roma ng panahong guinuguhitan ng araro ng cuh... | Nariringig sa dakong loob ang calampagan ng mga silla at mga baul, na anaki mandin nagtatayo ng isan...","11,39,58,59,8"
pagsusumicap,6,"¡Ang Europang may magagandang mga naciong hindi nangaglilicat ng pagsusumicap sa paghanap ng caligay... | Casucatan na upang madurog na lahat ang inyong mga pagsusumicap sa mga pader ng bahay ng tinatahanan... | Humihingi ang panucala ninyo na ang ibang tao ang gumawa, sa pagka't upang mayari, hindi lamang sala...","25,26,44,46,8"
cumikinang,6,"Alalahanin mo, gayon mang hindi ang lahat ng cumikinang ay guinto.... | Kinalas ang mga lubid na nacatali sa mga ""badajo"" (pamaltoc ng campana), at pagkatapos ay muling nan... | Nangagmamasid ng di cawasa ang lahat: nakikinikinita na ng ibang nangagpapalagan at naglulucsuhan an...","15,23,24,49,60,8"
nacasacay,6,"Pinagpipilitang makita ng carromatero ang naglalacbay na nacasacay sa maningning na coche at nagdara... | Nakikisaliw sa malungcot at di nagbabagong anyo ng awit ng namamatnugot na nacasacay sa calabaw ang ... | Doon sa caitaasan, sa lilim ng mga anino ng mga malalaking kahoy, ng mga guirnalda at ng mga bandera...","32,42,59,63,8"
nacatungo,6,"Tinungo ang hagdanan at nanhic doon si pari Damasong nacatungo ang ulot't madalang-dalang ang hacban... | Ito'y nagpapawis, hindi mapacali, hinahaplos ang noo at sa cawacasa'y nasabi ng pautal-utal, na naca... | Ngunit kung di taglay ni Pari Salvi ang magandang anyo ni Pari Sibyla, datapwat nagcacanlalabis nama...","20,29,55,57,61,9"
hagcan,6,"Hindi namin masabi kung magsesermon nga o hindi; datapwat inaacala naming mga dakilang bagay ang mga... | Nang makita nilang dumarating ang cura ay nangagtindigan; nagpauna sa pagsalubong ang isang babae up... | Ang cura, na ang boong pinacabati ay ang paglalahad sa akin ng kamay upang aking hagcan, pagdaca'y i...","18,19,25,42,61,9"
ipinangaco,6,"—Sinasabi mong ipinangaco ng teniente kay pari Damaso..?... | Napangiti si Sisa, at sa canyang catowaa'y ipinangaco sa canyang sariling hindi siya maghahapunan ng... | —Aking ipinangaco sa curang magaganap ang canyang calooban....","16,20,27,40,56,9"
tungcod,6,"Mga katawan ng puno ng niog o ng kahoy na may balat pa, na gumagalaw at gumiguiwang ang siyang naghu... | Namumupol ako kahapon ng mga bulaclac, ngayo'y aking hawac naman ang tungcod ng Justicia at naglilin... | —Bucas ay ihahaguis ng camahalan po ninyo ang tungcod na iyan sa apoy at ng inyong mapainit ang magu...","10,34,47,48,62"
casalucuyan,6,"Nangangahas na maminsanminsan ang mga batang lalaking mangagsiparoong may mga dalang panghampas at m... | Ikinalaguim ko ang nagdaang panahon, aking pinagsicapang pagbutihin ang casalucuyan sa pagbabago ng ... | Tumanong: ""¿Lalabas ba ng magaling ang casalucuyan conglinalayon?...","10,19,24,25,32,40"
pinagsisicapang,6,"Palibhasa'y mahinhing loob at pinagsisicapang huwag bigyang cabuluhan ang lahat ng canyang mga ginag... | Kung hindi natututo sa pinag-aaralan, ipinalalagay kong sa caculangan ng pagsusumakit, kailan ma'y h... | Sa mga kastila'y iba ng bagay, may naringgan siyang may palatuntunan daw na sinusunod sa magaling na...","11,19,31,34,49,59"
ninacaw,6,"Ito'y isang culang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siy... | —Bayaran mo na ang sinasabi nilang ninacaw ko, at ng huwag tayong tawaguing mga magnanacaw; ¡bayaran... | Sinabi ng curang papatayin daw ako ng palo pag hindi sumipot ang salapi; kung ninacaw ko nga sana an...","11,15,21"
casangcapang,6,"Nacatipon ang sacristan mayor ng isang mabutibuti ng puhunan, sa pagbibili o sa pagpapalimos, sa pag... | —ang isinagot ng lalaking naninilaw na ngumingiti ng cacaiba;—lalong malaking pangguiguilalas ang at... | Nariringig sa dakong loob ang calampagan ng mga silla at mga baul, na anaki mandin nagtatayo ng isan...","11,26,39,56"
palacio,6,"Ipinagtatayo ng mga taga Egipto ng mga palacio ang mga patay, ang mga musulman nama'y ipinagpapagawa... | Ngunit ang dukha, ang mahirap, na bahagya nanacacakita upang may maipag-agdong-buhay, at nangangaila... | Sinabi sa aking pinasasama ko raw ang mga bata; na sinasayang ko ang panahon; na hindi ako gumaganap...","12,16,19,58,59,60"
ipinagwica,6,—ang ipinagwica sa kanya ng isa—¡Ang ikaw ma'y escribiente sa Tribunal!... | —ang ipinagwica sa kanya ng canyang kapatid!... | —ang ipinagwica ni Sisa....,"12,15,17,23,27,58"
cakimian,6,—ang sinasabi ng matandang lalaki ng boong cakimian;—sinabi ni Kapitang Tiagong siya na ang bahalang... | —Binigyan na kami ng capahintulutan ... hinihintay po kami ng nanay sa a las ocho—ang ibinulong ni B... | —Itulot po ninyong ipagtanong ko sa inyo ang isang pinag-aalinlanganan ko—ang sinabi ng totoong caki...,"13,15,18,26,34,46"
cauntian,6,"Gayon ma'y sasagutin ko kayong may ilang nacakilala ng Purgatorio na talagang mayroon na ""inactu"", a... | Ang cauntian ang wica ko, sa pagka't pagkatapos na masiyasat ni Platon, Xanto de Lidia Plinio, Hermi... | Sa pagcaibig niyang macakita ng salapi, hindi nagsimba ng umagang iyon, sa pagka't maaabala siya ng ...","14,16,20,53,55"
tacsil,6,"Ang casam-a'y na sa tacsil na paggamit ng Purgatoriong iyan.... | Hindi catapangan, kung di capangahasang tacsil ang mag-isang makihamoc sa boong casalucuyang naririt... | ¡Ang isa, ang nalalabi sa akin, ay hindi duwag na gaya ng canyang ama; at sa catacutan ng tacsil na ...","14,25,45,54,60"
magcasakit,6,"¡Ibig ko sanang magcasakit ako bucas sa bahay, ibig kong magcasakit ako ng malaon at ng ako'y alagaa... | ¡Ibig ko sanang magcasakit ako bucas sa bahay, ibig kong magcasakit ako ng malaon at ng ako'y alagaa... | At ikaw man, caca, ang mabuti'y magcasakit cang kasama ko....","15,27,54,61"
nacatali,6,"Kinalas ang mga lubid na nacatali sa mga ""badajo"" (pamaltoc ng campana), at pagkatapos ay muling nan... | Lumitaw ang buaya: nacatali ang lubid ng lambal na pahilis sa liig at sa dakong buntot.... | Ng na sa calahati na ng hagdana'y tumingala upang tingnan ang nabibiting batong nacatali sa matitiba...","15,23,32,38,39"
pagcacagawa,6,"Ikaw na pumuri sa carukhaan, at kayo naman, mga aninong pinahihirapan, sa walang pamuting panalangin... | Nacatanaw naman siya sa daco pa roon ng isang tulay na cawayan at sa dakong malayo'y mga lalaking na... | Sa dakong gitna'y naroroon ang isang ""pinya-pinyahang"" kinatutusucan ng mga panghiningang marikit na...","16,24,26,56,58,59"
calupitan,6,"Sa pagka't talastas ng lalaki kung hanggang saan ang sa kanya'y pag-ibig at tacot, ginagawa naman ni... | —ang ipinakiusap ng maramdaman niyang siya'y tinatangnan ng boong calupitan at siya'y itinutulac.... | samantalang ginagawa ang mga cafiestahang ito'y nagpatuloy na walang bagabag ang mga larong bawal, n...","16,21,49,50"
palayoc,6,"Nacapatong sa tatlong batong ito o tungco ang isang palayoc na pinagsasaingan, at sa ibabaw ng mga b... | Nagugunita niya ang calugodlugod na bugtong ng palayoc at ng apoy na minsa'y pinaturan sa kanya ni C... | Inilagay niya ang mga lawlaw sa loob ng palayoc at ng huwag lumamig, at lumapit sa pintuan ng dampa ...","16,23,32"
bucsan,6,"¡bucsan ninyo!... | ¡bucsan ninyo, nanay!... | ¡Andeng, bucsan mo na ang palayoc!...","16,23,39,54,62"
nagcamit,6,—ang sagot ng isang babaeng bata pa't ma'y pagmumukhang tanga; nagcamit ako ngayong umaga ng tatlong... | Sa halimbawa: ipalagay po ninyong nagcamit ako ng isang taong mga indulgencia: itinatala ko sa aking... | —¿At Sino ang nagcamit ng lalong magaling na sagot?...,"18,24,25,28,58"
